sample_id	predicted_ancestry	given_ancestry	EAS_prob	AFR_prob	AMR_prob	SAS_prob	EUR_prob	PC1	PC2	PC3	PC4	PC5
HG01606	EUR	EUR	0.0000	0.0000	0.0032	0.0000	0.9968	-2.7425	-12.8680	-2.7385	-8.9729	4.8211
HG03729	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-1.0794	7.0734	23.4891	6.3892	-0.5583
HG02804	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-62.9230	15.9831	2.8289	-0.9329	1.8710
HG01863	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	7.5548	44.2804	1.1973	-5.9236	7.0905
HG03753	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-2.2482	7.4749	21.5815	6.4756	0.3112
HG01602	EUR	EUR	0.0000	0.0001	0.0675	0.0000	0.9323	-2.8537	-12.5876	-3.6284	-7.4729	6.4998
HG02182	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	8.7391	44.2916	0.3743	-7.5963	5.4969
NA21091	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-1.8038	3.5715	22.8088	5.6089	0.1538
HG00251	EUR	EUR	0.0000	0.0000	0.0044	0.0000	0.9956	-0.1336	-13.0976	-3.5154	-8.2978	0.2448
HG04107	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.6884	7.1691	21.7454	7.4704	-1.5245
HG02069	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	7.9741	42.1582	1.6625	-7.2279	5.6119
HG00148	EUR	EUR	0.0000	0.0000	0.0014	0.0000	0.9986	-0.7634	-13.4905	-3.5112	-7.3846	-1.9895
HG02558	AFR	AFR	0.0000	0.9999	0.0001	0.0000	0.0000	-55.2816	14.1893	1.1776	-0.2385	1.6858
HG01028	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	7.1296	44.4646	2.9279	-7.9158	6.4808
HG00268	EUR	EUR	0.0000	0.0001	0.0060	0.0000	0.9939	0.0586	-9.5773	-3.2107	-6.0404	-2.4141
HG01191	AMR	AMR	0.0000	0.0007	0.9993	0.0000	0.0000	-5.3874	-2.9740	-6.5467	2.8347	5.8325
HG01979	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	4.6903	12.6021	-15.2883	27.2845	3.6301
HG00628	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	7.1512	44.2673	-0.5630	-7.1966	4.7932
HG02371	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	8.1116	44.5870	0.2331	-6.3545	8.3460
NA19385	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-59.0533	16.4572	2.9089	-0.9530	3.3638
HG03718	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.4129	8.1646	23.9877	6.9364	-0.6433
NA19761	AMR	AMR	0.0000	0.0002	0.9998	0.0000	0.0000	0.6622	9.8254	-11.3982	16.6729	7.1172
HG01702	EUR	EUR	0.0000	0.0000	0.0449	0.0000	0.9551	0.6565	-12.7792	-5.4763	-9.1741	4.3996
HG01893	AMR	AMR	0.0000	0.0001	0.9999	0.0000	0.0000	-3.1720	11.8674	-14.3281	21.3431	1.6871
HG03159	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-64.4026	18.0561	3.4720	-0.8161	3.1522
NA18626	EAS	EAS	0.9999	0.0001	0.0000	0.0000	0.0000	7.1137	43.2222	-0.7724	-5.5141	-1.0264
HG01437	AMR	AMR	0.0000	0.0000	0.9679	0.0000	0.0321	-0.7578	-9.2510	-3.2066	-2.8127	8.4172
HG00407	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	7.9327	44.2150	1.4839	-6.1767	3.8196
HG03969	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-1.5873	6.3494	22.9735	7.2890	-1.1017
HG02364	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	6.4262	44.8717	1.1988	-8.5438	6.9414
HG01794	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	7.6037	43.6779	1.5534	-7.8438	7.3033
HG03708	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.0203	5.4701	18.3302	4.4449	5.7999
HG00188	EUR	EUR	0.0000	0.0001	0.0004	0.0000	0.9995	-0.0777	-10.6572	-3.9762	-6.3262	-5.9373
NA19009	EAS	EAS	0.9997	0.0002	0.0000	0.0000	0.0000	7.9736	40.7368	-0.4381	-3.9398	-2.5921
HG00185	EUR	EUR	0.0000	0.0000	0.0082	0.0000	0.9918	1.6026	-7.6697	-4.7042	-8.0298	-2.6097
HG00717	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	7.5076	44.2743	0.1423	-6.0170	5.3580
HG03479	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-62.4492	18.1869	1.2752	-0.7971	1.8869
HG00698	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	7.9631	45.4838	0.9900	-7.2907	4.1492
HG02816	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-60.8007	15.8169	1.9022	-1.1314	-0.7683
HG03583	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-62.1229	17.6291	1.9028	-1.3609	1.4058
NA18534	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	6.7165	43.2374	-0.9240	-5.8714	0.0608
HG01272	AMR	AMR	0.0000	0.0904	0.9096	0.0000	0.0000	-8.2787	5.9162	-6.3588	10.3437	3.2395
HG02356	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	7.1893	45.2488	1.3390	-8.4327	10.2479
HG01850	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	6.6166	43.4257	0.4811	-7.1459	9.5912
HG01851	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	7.8730	42.1821	1.3931	-6.6569	6.3887
NA20858	SAS	SAS	0.0000	0.0036	0.0001	0.9963	0.0000	-1.4509	0.6821	13.0208	2.4001	4.8699
HG03022	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.0220	4.7433	20.1038	5.5846	6.9735
NA18975	EAS	EAS	0.9996	0.0003	0.0000	0.0000	0.0000	9.7789	41.8590	0.1321	-5.5292	-4.1019
HG02078	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	6.4812	43.6648	3.2732	-5.7874	5.9735
HG03515	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-63.0472	17.8363	2.2185	0.6531	5.8983
HG03488	SAS	SAS	0.0000	0.0004	0.0000	0.9996	0.0000	-0.8359	2.0667	16.7647	1.6261	2.0831
NA06986	EUR	EUR	0.0000	0.0000	0.0114	0.0000	0.9885	-0.7012	-12.3609	-3.4778	-7.9237	4.8782
HG02408	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	7.1213	42.3422	1.3298	-6.7328	9.4908
NA20294	AFR	AFR	0.0000	0.9998	0.0002	0.0000	0.0000	-51.1136	13.2714	2.3765	-0.6430	3.8966
HG00732	AMR	AMR	0.0002	0.0060	0.9927	0.0009	0.0003	-3.8971	-4.5939	-3.5657	-2.0784	6.6535
HG03788	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-1.6716	7.8555	21.8758	5.8630	2.8136
HG01088	AMR	AMR	0.0000	0.0010	0.9989	0.0000	0.0000	-9.7929	-4.2738	-4.9524	-1.7662	5.7784
HG01811	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	7.4159	43.8981	1.0855	-7.3973	5.6274
HG01498	AMR	AMR	0.0000	0.0024	0.9976	0.0000	0.0000	-2.0722	1.4928	-8.6713	9.1465	3.5254
HG00334	EUR	EUR	0.0000	0.0000	0.0013	0.0000	0.9987	1.5013	-10.7976	-5.0151	-8.5178	-3.5546
HG02146	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	6.7320	19.3047	-20.3264	32.3260	2.1648
HG02763	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-61.6241	17.6576	2.0617	-1.1902	3.4471
NA19463	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-57.2506	16.1588	2.5961	-1.5597	0.7355
NA18613	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	7.7498	43.0794	-1.7991	-4.8183	0.3643
HG01341	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	3.8249	10.2800	-12.0356	20.2248	3.0238
HG02737	SAS	SAS	0.0000	0.0007	0.0003	0.9986	0.0004	0.4038	-0.0531	13.6869	3.5778	2.7036
HG00320	EUR	EUR	0.0000	0.0000	0.0007	0.0000	0.9992	1.0362	-9.6900	-3.1724	-7.0951	-4.8230
HG01405	AMR	AMR	0.0004	0.0084	0.9875	0.0037	0.0001	-4.5503	-6.9858	-4.6007	-1.7304	2.3490
HG00159	EUR	EUR	0.0000	0.0000	0.0006	0.0000	0.9994	0.6047	-13.2565	-2.8395	-8.8419	0.8306
HG03778	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.0116	9.6870	22.8441	6.3120	0.0958
NA20522	EUR	EUR	0.0000	0.0000	0.1586	0.0000	0.8414	-1.5310	-12.3035	-2.2184	-5.0446	9.4453
HG03775	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-1.1322	5.9705	22.3117	5.1696	4.1958
NA18614	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	8.2084	44.5126	-0.7862	-7.1116	0.1498
HG02410	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	7.7594	43.8765	0.7314	-6.5532	4.8525
NA18871	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-62.5843	17.2358	2.4048	0.3321	3.2295
HG01344	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	-0.5861	1.8322	-8.2823	11.0838	3.2413
HG03246	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-60.8243	15.8241	3.6661	0.2279	2.2199
HG01183	AMR	AMR	0.0000	0.0020	0.9979	0.0001	0.0000	-7.1796	-2.9765	-5.4246	-1.1407	5.9216
NA19740	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	3.2018	17.3060	-17.5789	25.4018	1.8984
HG02285	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	4.0707	15.5226	-19.2253	30.6341	2.6899
NA19661	AMR	AMR	0.0000	0.0002	0.9998	0.0000	0.0000	-0.2149	7.6543	-9.6919	14.7487	1.9439
HG03977	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.3704	10.7173	25.4361	7.0475	0.7234
HG02786	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-1.3806	7.6100	19.8992	4.6126	7.0801
NA19023	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-60.1870	17.0917	1.8880	-1.3781	1.9274
HG00236	EUR	EUR	0.0000	0.0000	0.0028	0.0000	0.9972	-0.6717	-12.9145	-2.8761	-8.3245	3.5522
HG00180	EUR	EUR	0.0000	0.0000	0.0092	0.0000	0.9907	0.1659	-10.9529	-3.9230	-6.5793	-2.2212
HG01162	AMR	AMR	0.0000	0.0012	0.9988	0.0000	0.0000	-5.3851	-4.7384	-5.2486	1.8869	4.4481
HG01790	EUR	EUR	0.0000	0.0000	0.0030	0.0000	0.9970	-0.5932	-12.3679	-1.6151	-6.3541	3.3706
HG01927	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	8.5798	21.4097	-20.5300	38.2275	3.8191
HG01250	AMR	AMR	0.0000	0.0065	0.9935	0.0000	0.0000	-3.1387	0.8010	-9.0193	6.2293	3.0044
HG03616	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-1.0768	9.9793	17.4846	3.8321	3.2021
HG01864	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	6.5491	42.9914	1.3478	-7.3799	8.0621
HG02127	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	7.4934	42.3222	3.1991	-5.6414	6.9991
NA12812	EUR	EUR	0.0000	0.0000	0.0004	0.0000	0.9996	0.5991	-14.1593	-2.6972	-9.0314	3.8400
HG01348	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	0.2024	2.4703	-10.9102	12.6692	3.5246
NA18957	EAS	EAS	0.9997	0.0003	0.0000	0.0000	0.0000	7.4276	42.7473	-0.2824	-5.4483	-4.3243
NA20895	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.6431	2.9048	19.2942	4.7833	3.1102
HG00323	EUR	EUR	0.0000	0.0000	0.0001	0.0000	0.9998	1.5345	-10.2787	-3.1872	-7.3222	-7.0460
HG03259	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-60.4373	16.0179	3.2618	-1.1507	2.7736
HG00146	EUR	EUR	0.0000	0.0000	0.0038	0.0000	0.9962	0.0861	-14.2075	-3.9337	-9.1047	1.0366
HG03397	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-62.3143	16.5444	2.2737	-1.0672	-0.4997
HG00699	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	7.4244	45.0954	0.3322	-7.3480	1.7916
HG01048	AMR	AMR	0.0000	0.0086	0.9902	0.0012	0.0000	-5.8189	-9.4097	-4.6945	-0.2191	1.3734
NA18864	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-63.5329	17.2097	1.6039	-0.1175	-0.0845
NA20904	SAS	SAS	0.0000	0.0007	0.0000	0.9992	0.0000	-0.2109	0.2074	14.4908	2.9378	3.3749
HG02574	AFR	AFR	0.0000	0.9998	0.0002	0.0000	0.0000	-59.7889	14.6484	1.8531	-1.9286	5.8911
NA19752	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	1.5548	7.3999	-9.8204	16.0368	3.0541
HG02642	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-60.7386	16.5881	1.6132	0.2932	0.2952
NA18645	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	7.5722	45.2849	-0.7315	-5.0449	1.9208
HG02941	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-62.6695	16.9229	2.8731	-0.8737	3.3020
HG02286	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	5.8801	14.9256	-16.5414	27.3082	3.6600
HG02089	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	5.6526	13.4733	-15.2754	25.9288	6.3486
HG02113	EAS	EAS	0.9998	0.0000	0.0000	0.0000	0.0002	8.9966	41.9089	1.8467	-8.2771	6.1814
HG03640	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.4973	7.6931	20.0529	5.5375	3.3542
HG01122	AMR	AMR	0.0000	0.0002	0.9998	0.0000	0.0000	-3.8336	-5.4482	-7.2590	3.1799	4.8565
NA18570	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	8.9796	43.9651	-1.3824	-6.8817	3.7464
HG03821	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.4721	10.1066	19.8419	4.7242	2.4435
NA19201	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-62.9903	16.9630	1.7755	-0.9954	3.5851
HG04047	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-1.4410	8.4972	22.3381	5.3661	2.6905
HG02725	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-1.9714	6.0353	20.7810	5.6631	7.1965
HG00463	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	7.7921	44.1824	0.5612	-6.6179	3.3696
NA19088	EAS	EAS	0.9996	0.0004	0.0000	0.0000	0.0000	8.0646	42.7012	-0.3557	-4.6062	-4.7085
NA12383	EUR	EUR	0.0000	0.0000	0.0002	0.0000	0.9998	-0.5496	-13.5285	-1.2589	-8.3645	1.8464
HG03672	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-1.1879	8.8644	21.9250	8.1026	4.8730
NA19731	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	8.3349	23.9775	-19.0119	36.2228	0.1164
HG03922	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.0749	12.4921	18.0981	6.5320	3.1292
HG01878	EAS	EAS	0.9999	0.0000	0.0000	0.0001	0.0000	7.8842	41.0488	3.9240	-6.3495	5.9601
HG01670	EUR	EUR	0.0000	0.0000	0.0004	0.0000	0.9996	-2.3185	-13.7491	-2.1329	-9.7490	5.2381
HG00190	EUR	EUR	0.0000	0.0000	0.0008	0.0000	0.9991	0.5067	-10.5785	-2.8253	-7.1155	-3.9768
NA19762	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	0.4995	12.6615	-14.2194	21.9395	1.7881
HG02722	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-61.6440	16.5343	2.5336	-0.9466	1.5026
HG01521	EUR	EUR	0.0000	0.0000	0.0131	0.0000	0.9869	-1.5860	-14.2007	-3.5588	-8.0941	1.5457
HG01623	EUR	EUR	0.0000	0.0000	0.0150	0.0000	0.9850	-2.1147	-12.8532	-3.5906	-8.3511	6.9625
HG01435	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	0.7793	6.0890	-11.4222	15.8086	8.1120
NA18916	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-62.0514	17.4732	2.7348	0.1820	1.2997
NA20533	EUR	EUR	0.0000	0.0000	0.0002	0.0000	0.9998	-1.9743	-13.3392	0.3264	-7.2014	3.0293
HG03015	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.6057	7.5122	20.2928	7.1841	3.3601
NA11893	EUR	EUR	0.0000	0.0000	0.0001	0.0000	0.9999	1.9858	-12.4873	-1.2256	-8.6431	-1.0865
HG00282	EUR	EUR	0.0000	0.0000	0.0012	0.0000	0.9988	1.1232	-9.6420	-3.8196	-8.2862	-3.8093
HG01921	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	6.9403	15.5995	-16.8124	29.3934	3.3004
NA21099	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.3449	4.5859	20.1461	4.3947	-2.4263
NA19795	AMR	AMR	0.0000	0.0001	0.9999	0.0000	0.0000	-1.1226	7.1239	-11.0731	15.7506	4.1388
NA19223	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-62.6127	17.1192	2.5880	0.2805	4.5072
HG02727	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-1.2389	7.4635	19.4430	6.1227	3.2257
HG02028	EAS	EAS	0.9997	0.0000	0.0000	0.0000	0.0003	6.6480	42.5355	0.6537	-8.6618	5.2542
HG01461	AMR	AMR	0.0000	0.0322	0.9678	0.0000	0.0000	-9.2299	6.1180	-9.2367	11.3974	1.4905
HG00653	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	8.4337	44.8687	2.0848	-7.2579	4.3166
NA18563	EAS	EAS	0.9999	0.0001	0.0000	0.0000	0.0000	8.2465	42.0940	-1.4890	-4.2503	-0.0694
HG02923	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-62.3599	17.0835	3.1256	-0.6294	4.2746
HG01986	AFR	AFR	0.0000	0.9995	0.0005	0.0000	0.0000	-54.6420	12.7012	0.4509	-1.7445	2.2132
NA20541	EUR	EUR	0.0000	0.0000	0.0007	0.0000	0.9993	0.0074	-12.5296	-1.5522	-7.7138	7.5653
NA19792	AMR	AMR	0.0000	0.0002	0.9998	0.0000	0.0000	-0.3537	0.0807	-7.8980	4.9016	6.9841
NA19144	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-63.1197	18.1146	4.0015	0.2273	4.8467
HG00864	EAS	EAS	0.9999	0.0000	0.0000	0.0000	0.0001	6.7297	43.0546	1.2130	-8.3885	7.3826
HG04022	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-2.5997	5.9940	23.5142	6.5420	3.9695
HG01528	EUR	EUR	0.0000	0.0000	0.0017	0.0000	0.9982	-2.7009	-13.1019	-2.8012	-9.6907	3.2245
HG01624	EUR	EUR	0.0001	0.0002	0.0281	0.0001	0.9716	-3.7329	-13.5238	-3.5263	-8.5055	6.1124
NA19437	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-57.9614	15.9851	3.5961	-0.0871	0.8335
NA19741	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	5.7301	18.9634	-16.5530	29.6959	2.8051
HG01089	AMR	AMR	0.0000	0.0033	0.9965	0.0002	0.0000	-8.7772	-2.7128	-4.6619	-1.2499	4.3536
HG03848	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-1.9355	7.4702	23.2477	5.9166	3.1599
HG01990	AFR	AFR	0.0000	0.9998	0.0002	0.0000	0.0000	-56.0459	14.1408	0.8994	-2.5466	2.9440
NA12889	EUR	EUR	0.0000	0.0000	0.0076	0.0000	0.9924	-0.7853	-14.1099	-3.3955	-7.9727	3.4083
NA18486	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-62.6598	16.1807	3.1526	-0.1009	2.3323
HG00115	EUR	EUR	0.0000	0.0000	0.0004	0.0000	0.9996	1.2295	-12.6719	-2.2482	-8.8074	2.1422
HG02449	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-59.4695	15.0843	3.0400	-1.1504	1.1919
HG01746	EUR	EUR	0.0000	0.0000	0.0002	0.0000	0.9998	0.2504	-12.0044	-2.5756	-9.9924	5.3360
HG00306	EUR	EUR	0.0000	0.0000	0.0003	0.0000	0.9997	1.5423	-9.9664	-3.7344	-8.0958	-6.0595
HG02839	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-61.5620	17.3960	2.6687	-0.5242	4.4379
NA11892	EUR	EUR	0.0000	0.0000	0.0002	0.0000	0.9998	0.8489	-13.7766	-2.0721	-7.8033	-0.1896
HG00982	EAS	EAS	0.9999	0.0000	0.0000	0.0000	0.0001	8.3964	43.0386	0.5022	-7.9412	6.3015
NA19788	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	0.1448	12.7010	-12.9399	21.9091	7.0680
HG03133	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-63.6007	16.9204	2.4300	0.5789	3.8493
NA21089	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-1.6333	5.5079	21.0890	4.6380	0.4238
HG03740	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-2.6360	8.1216	22.5304	7.1396	-0.7530
HG00372	EUR	EUR	0.0000	0.0000	0.0001	0.0000	0.9999	2.7502	-12.0935	-1.9487	-6.5192	-3.4673
NA19456	AFR	AFR	0.0000	0.9999	0.0001	0.0000	0.0000	-59.8464	17.9718	0.6672	-1.3533	1.9912
HG04156	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.6765	9.7112	17.6057	5.2553	4.3699
HG03452	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-62.0616	16.8590	2.0879	-0.1518	1.7718
HG02064	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	8.7168	42.6132	1.0847	-6.2961	6.2090
HG03742	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-1.4274	6.4240	21.7753	6.4917	-0.0327
HG02375	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	7.5696	43.8460	1.4813	-7.6221	7.2149
HG03790	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.6043	7.0325	24.3547	6.2277	-0.8026
HG03756	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.4881	8.1725	21.2650	5.9799	4.4997
HG00371	EUR	EUR	0.0002	0.0006	0.0039	0.0003	0.9950	-0.1366	-7.7840	-1.2817	-8.4573	-1.8742
HG00097	EUR	EUR	0.0000	0.0000	0.0002	0.0000	0.9998	-0.5544	-15.6097	-3.0917	-9.8177	-0.0134
HG00559	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	7.6267	44.1589	0.0462	-5.1549	1.1394
HG01509	EUR	EUR	0.0000	0.0000	0.0002	0.0000	0.9998	-1.9136	-15.0998	-1.4827	-8.7983	4.9549
HG02054	AFR	AFR	0.0000	0.9988	0.0012	0.0000	0.0000	-55.9756	13.5911	0.3032	-1.2539	4.8139
NA18947	EAS	EAS	0.9997	0.0003	0.0000	0.0000	0.0000	7.8710	42.4811	0.5504	-4.7975	-4.2943
HG03517	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-63.7527	18.5793	2.5478	0.9268	0.8033
NA20339	AFR	AFR	0.0000	0.9995	0.0005	0.0000	0.0000	-53.2501	14.3142	1.0465	1.3589	3.8510
HG03830	SAS	SAS	0.0001	0.0000	0.0000	0.9998	0.0000	-0.3609	13.3464	17.9694	2.4293	0.9828
HG01510	EUR	EUR	0.0000	0.0000	0.0006	0.0000	0.9994	-1.1959	-12.9131	-1.5975	-8.0060	6.9436
HG02382	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	7.0282	43.7953	2.1070	-7.6681	7.9447
HG02308	AFR	AFR	0.0000	0.9998	0.0002	0.0000	0.0000	-55.5663	13.9546	1.3032	-0.4997	2.4492
NA19239	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-63.1608	17.3849	2.5511	-0.3877	2.5403
NA18624	EAS	EAS	0.9999	0.0001	0.0000	0.0000	0.0000	8.2463	42.6234	-0.0686	-6.9071	-1.3254
HG04216	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.0913	7.3485	20.7878	5.8289	3.9008
HG03644	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.9204	8.5428	20.6291	5.5186	1.5797
HG00254	EUR	EUR	0.0000	0.0000	0.0008	0.0000	0.9992	-0.4772	-13.7533	-2.0443	-8.1155	2.8920
HG00409	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	8.2911	45.7441	-1.2752	-6.4413	3.9171
NA21090	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-1.5959	5.7037	22.4447	6.0202	0.3627
HG00534	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	7.7145	42.5767	-1.7310	-5.2338	5.0061
NA20539	EUR	EUR	0.0000	0.0000	0.0083	0.0000	0.9917	-1.7394	-12.8489	-2.1117	-6.5456	4.5559
NA18537	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	8.2793	42.3761	0.1156	-5.4773	0.8880
NA19117	AFR	AFR	0.0000	0.9999	0.0001	0.0000	0.0000	-63.1690	17.1328	1.4055	-0.2465	5.0331
HG00335	EUR	EUR	0.0000	0.0000	0.0028	0.0000	0.9972	3.1804	-11.1738	-5.3650	-7.2419	-3.6926
NA18517	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-61.8090	16.0150	1.7978	-0.1675	1.6855
NA20889	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.1893	3.6590	23.3249	6.5651	4.2541
NA20809	EUR	EUR	0.0000	0.0000	0.0026	0.0000	0.9974	-1.2186	-12.5919	-2.3053	-7.7951	4.7518
NA19722	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	1.8373	5.8023	-11.2979	11.4828	1.7178
HG01503	EUR	EUR	0.0000	0.0000	0.0068	0.0000	0.9932	-0.8363	-14.4454	-2.6499	-6.7847	6.3559
HG01177	AMR	AMR	0.0000	0.0037	0.9961	0.0001	0.0000	-2.5282	-2.9177	-5.2095	1.7091	5.5095
