sample_id	predicted_ancestry	given_ancestry	EAS_prob	AFR_prob	AMR_prob	SAS_prob	EUR_prob	PC1	PC2	PC3	PC4	PC5
HG03311	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-64.4079	17.5341	3.2147	1.1713	1.2402
HG03663	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.8186	8.8481	22.3214	3.7999	2.3142
HG02645	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-60.1557	16.7257	2.4903	-1.1810	5.6132
HG02230	EUR	EUR	0.0000	0.0000	0.0000	0.0000	1.0000	-0.3979	-14.4767	-1.1405	-9.4014	4.3363
HG02610	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-61.5072	16.4269	2.6214	-0.1171	1.8622
HG02131	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	6.8137	38.1368	2.4669	-4.5546	4.9851
HG01049	AMR	AMR	0.0000	0.0010	0.9990	0.0000	0.0000	-16.0253	-0.3847	-5.3636	-0.3154	6.0403
HG01583	SAS	SAS	0.0000	0.0007	0.0000	0.9993	0.0000	-1.7032	1.3311	15.9683	4.0640	1.7227
NA18623	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	7.8985	41.5379	-0.9928	-5.9923	1.1776
HG03300	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-61.8862	16.5843	2.2554	-1.5080	1.8332
NA19982	AFR	AFR	0.0000	0.9992	0.0008	0.0000	0.0000	-52.4968	12.3679	1.1105	-1.1040	4.4043
HG02284	AFR	AFR	0.0000	0.9999	0.0001	0.0000	0.0000	-52.9589	12.4176	2.3269	-1.4767	1.9790
HG03762	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.7951	7.6776	19.2060	3.8180	-0.0121
NA20357	AFR	AFR	0.0000	0.9999	0.0001	0.0000	0.0000	-53.6793	14.7473	2.1420	-0.4764	3.5542
NA21129	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.2572	5.1416	21.0050	6.3660	-0.2216
HG02442	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-61.5268	17.1646	3.0722	-0.3340	5.4327
HG04080	SAS	SAS	0.0000	0.0001	0.0000	0.9999	0.0000	-2.1230	4.6974	19.1707	4.6318	1.6700
HG00362	EUR	EUR	0.0000	0.0000	0.0005	0.0000	0.9994	0.9985	-9.8007	-2.4414	-7.3982	-4.8878
NA19171	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-60.8071	17.0128	2.9184	0.2984	2.6224
NA11894	EUR	EUR	0.0000	0.0000	0.0009	0.0000	0.9991	0.7412	-13.4963	-2.8364	-8.6822	1.6296
HG04093	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.4014	8.1555	24.4018	7.4641	3.2341
HG03869	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.2589	7.0700	20.7304	7.8595	2.7767
HG02439	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-57.9627	15.8032	2.8002	0.3010	2.6217
HG03175	AFR	AFR	0.0000	0.9999	0.0001	0.0000	0.0000	-62.3806	16.6852	1.5113	-0.7507	5.3600
HG02166	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	8.3411	44.1609	0.8964	-8.0067	6.1196
HG02970	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-63.6927	18.0108	2.0486	-0.9636	2.7095
NA19376	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-60.6207	15.8350	3.8107	0.3871	1.4142
HG03556	AFR	AFR	0.0000	0.9998	0.0002	0.0000	0.0000	-62.6649	15.5510	1.6209	-1.1433	6.1876
HG00126	EUR	EUR	0.0000	0.0000	0.0045	0.0000	0.9955	0.0946	-14.8725	-3.8428	-8.6488	2.1566
HG01932	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	6.0719	14.3468	-18.0890	31.9782	4.1372
HG02050	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	6.9977	42.6977	0.5511	-6.8211	4.0176
HG02389	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	8.8891	45.0670	2.3881	-7.4296	9.2425
NA19324	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-58.8109	15.4870	2.3227	-0.6977	-1.5662
HG02549	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-61.3793	15.8091	2.7216	0.0962	3.2728
HG03057	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-63.3801	17.3512	2.1184	0.4967	3.5517
HG04106	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-1.8792	7.7979	22.9539	7.3643	0.5344
HG02082	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	6.9526	43.0328	0.0705	-7.2829	5.5762
HG02384	EAS	EAS	0.9999	0.0000	0.0000	0.0000	0.0000	8.2569	44.6754	0.2432	-8.0848	4.4438
HG03166	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-62.4671	17.0639	1.9287	0.3946	1.5420
NA19758	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	4.3843	15.2305	-13.4054	25.7890	2.6420
HG01708	EUR	EUR	0.0000	0.0000	0.0037	0.0000	0.9963	-1.2466	-11.0551	-2.3226	-7.8532	2.6198
HG03894	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-2.3563	8.4256	23.5249	3.7274	2.4643
HG01967	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	3.3606	12.0990	-14.7560	23.6457	3.5303
NA20291	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-60.3397	15.2071	1.6743	-0.4779	1.9925
HG02878	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-60.7599	17.9853	1.4712	-0.1361	2.2599
HG03727	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-2.1249	6.2294	21.2571	7.0994	5.5930
NA19225	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-62.8539	18.1868	1.5205	-0.3310	1.3136
HG00448	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	7.5213	44.2596	0.4937	-6.6009	4.6052
HG02111	AFR	AFR	0.0000	0.9999	0.0001	0.0000	0.0000	-58.0207	14.4753	1.1775	-2.4049	2.6975
NA18596	EAS	EAS	0.9999	0.0000	0.0000	0.0000	0.0001	9.5439	44.0424	-0.5706	-7.4976	-0.9866
HG02181	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	5.4913	42.4242	3.0722	-7.6214	6.8464
HG02003	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	6.8203	18.8681	-19.6683	32.9344	2.5753
NA18881	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-62.5995	16.4450	3.4530	-0.9301	6.1591
HG00759	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	8.1590	45.4155	2.1084	-7.1051	8.8720
NA20885	SAS	SAS	0.0000	0.0003	0.0000	0.9997	0.0000	-1.2431	2.1543	16.7001	4.0674	0.9288
HG01501	EUR	EUR	0.0131	0.0031	0.0099	0.0042	0.9696	-4.1958	-10.9418	-2.8026	-9.0340	2.8454
HG01852	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	7.3212	42.6457	2.2820	-7.8598	7.0553
HG03824	SAS	SAS	0.0001	0.0000	0.0000	0.9999	0.0000	0.5083	12.9460	17.5464	5.6224	1.4022
HG02079	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	8.1906	43.4230	1.9543	-6.2643	9.6436
HG02309	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-56.4384	13.2516	2.7504	0.2538	0.8550
HG01572	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	7.4303	21.1316	-21.6110	38.0575	1.2962
NA19728	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	6.7109	21.6753	-18.9170	34.3689	1.1632
NA12046	EUR	EUR	0.0000	0.0000	0.0121	0.0000	0.9879	1.5970	-12.7091	-3.1742	-6.8786	2.3938
HG00139	EUR	EUR	0.0000	0.0000	0.0031	0.0000	0.9969	-0.8586	-13.6338	-3.7093	-9.1995	-0.0309
NA20278	AFR	AFR	0.0000	0.8597	0.1403	0.0000	0.0000	-30.8512	0.0764	-0.1925	-5.5533	2.2284
HG02981	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-62.5493	17.1431	2.3835	0.6310	2.6225
NA18988	EAS	EAS	0.9996	0.0004	0.0000	0.0000	0.0000	7.5703	42.9138	-0.1663	-3.7279	-4.7994
NA19189	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-63.8030	15.6654	2.4368	0.0220	1.4896
HG03009	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.5312	10.7220	19.1462	4.6130	2.7813
HG02505	AFR	AFR	0.0000	0.9998	0.0002	0.0000	0.0000	-56.1790	14.1134	0.6558	-0.2231	0.8458
HG00308	EUR	EUR	0.0000	0.0000	0.0008	0.0000	0.9991	1.2345	-9.1465	-3.1116	-5.4411	-5.4937
NA19055	EAS	EAS	0.9998	0.0002	0.0000	0.0000	0.0000	7.4486	42.1124	0.6780	-4.3285	-3.4869
HG00595	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	8.3644	44.3348	-1.0483	-5.8011	2.0095
NA19331	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-59.7290	16.6986	4.4266	-1.6355	2.4102
NA18907	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-62.9711	16.6846	2.8880	-1.2192	2.1984
NA11919	EUR	EUR	0.0000	0.0000	0.0061	0.0000	0.9939	-0.0814	-14.7447	-3.2377	-6.7864	0.8352
HG03124	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-63.3100	17.2370	2.3134	-0.0734	2.3047
NA21137	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.5536	5.0199	19.5000	6.5083	0.2913
HG00324	EUR	EUR	0.0000	0.0000	0.0003	0.0000	0.9997	2.4109	-9.2860	-3.6664	-8.4843	-5.8090
HG02697	SAS	SAS	0.0000	0.0006	0.0000	0.9993	0.0000	-1.6281	0.3644	16.3430	4.0914	5.0002
HG01773	EUR	EUR	0.0000	0.0000	0.0058	0.0000	0.9942	-1.8681	-12.9578	-3.6128	-9.2190	6.7434
NA07357	EUR	EUR	0.0000	0.0000	0.0016	0.0000	0.9984	0.7202	-13.8501	-2.4161	-7.4992	3.8736
HG03851	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.6629	8.6010	21.8538	5.9170	0.4456
HG02485	AFR	AFR	0.0000	0.9992	0.0008	0.0000	0.0000	-45.2401	8.9248	1.5883	-1.6802	1.9898
NA12815	EUR	EUR	0.0000	0.0000	0.0054	0.0000	0.9946	-1.4772	-14.3428	-3.0299	-6.9464	0.0863
HG00132	EUR	EUR	0.0000	0.0000	0.0004	0.0000	0.9996	-0.1181	-14.5733	-3.8437	-8.7836	-1.7508
HG01303	AMR	AMR	0.0000	0.0016	0.9984	0.0000	0.0000	-5.5995	-2.3775	-5.9052	1.7156	5.4764
HG01204	AMR	AMR	0.0000	0.0035	0.9962	0.0003	0.0000	-5.3153	-5.5447	-3.4327	-0.4219	5.6821
NA19184	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-62.2111	17.8690	2.0426	0.7047	1.4110
HG02105	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	8.1738	24.5284	-19.6353	40.4601	2.5419
NA12777	EUR	EUR	0.0000	0.0000	0.0001	0.0000	0.9999	0.3607	-14.2686	-1.5450	-7.8919	0.7314
HG03598	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.7227	10.5802	18.4305	3.2561	2.1238
HG02675	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-61.8924	15.9112	2.9571	0.1215	2.4471
HG02870	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-60.8239	17.0302	1.9680	-0.0894	0.5028
HG04202	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.8870	6.6634	22.1553	5.5020	1.6768
HG00675	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	8.7490	44.4698	1.0573	-7.2512	2.6395
NA20778	EUR	EUR	0.0000	0.0000	0.0002	0.0000	0.9998	-0.3368	-12.5981	-2.2681	-9.8565	6.0071
NA18565	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	8.1319	44.3493	-1.4925	-6.4547	3.3890
NA20910	SAS	SAS	0.0000	0.0042	0.0000	0.9958	0.0000	-2.3594	-0.6828	14.7874	3.5658	4.5979
NA18985	EAS	EAS	0.9998	0.0002	0.0000	0.0000	0.0000	7.5566	43.0743	-1.3280	-5.4045	-3.2579
HG02085	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	6.9733	43.2911	2.8919	-7.5469	7.0936
HG02139	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	9.4515	42.3293	1.5146	-5.8353	6.9320
HG04038	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.2141	9.6944	22.4773	3.9267	5.6679
HG00271	EUR	EUR	0.0000	0.0000	0.0012	0.0000	0.9988	1.8532	-9.2044	-3.8404	-7.3009	-4.3289
HG02386	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	8.5769	43.1367	-0.0762	-7.5830	5.5461
HG02699	SAS	SAS	0.0000	0.0016	0.0004	0.9978	0.0003	-0.2538	-1.1125	14.1637	3.4785	3.2313
HG01101	AMR	AMR	0.0000	0.0022	0.9978	0.0000	0.0000	-9.3579	-2.3769	-4.7437	0.1103	4.6768
NA20827	EUR	EUR	0.0000	0.0000	0.0004	0.0000	0.9996	-1.5816	-13.8983	-1.7907	-8.7603	4.3761
NA20762	EUR	EUR	0.0000	0.0000	0.0007	0.0000	0.9993	-2.3243	-14.0673	-1.9722	-8.8846	6.0035
HG02813	AFR	AFR	0.0000	0.9999	0.0001	0.0000	0.0000	-60.8690	16.4634	1.1564	-0.9547	3.2233
HG03060	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-63.0404	17.1642	1.8698	0.7262	2.7990
HG00524	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	8.7331	43.9004	-0.0996	-5.9416	2.8525
NA20806	EUR	EUR	0.0000	0.0000	0.0003	0.0000	0.9997	-1.1044	-12.3494	-1.3159	-8.4547	7.3759
HG04014	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-1.3153	9.2527	20.0054	6.2259	4.9013
HG03960	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.8854	8.3114	22.6663	7.4849	2.5978
HG03088	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-62.0014	16.0711	2.2283	0.1719	3.2132
HG02397	EAS	EAS	0.9999	0.0000	0.0000	0.0000	0.0001	8.7496	42.8555	0.9542	-7.8305	6.9478
HG02373	EAS	EAS	0.9999	0.0000	0.0000	0.0000	0.0001	7.0185	44.5432	0.5104	-8.8089	8.0893
HG02136	EAS	EAS	0.9999	0.0000	0.0000	0.0000	0.0001	7.5675	42.2959	1.6319	-8.2531	5.8068
HG02275	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	8.6044	24.1978	-21.5455	38.6773	0.8240
HG01302	AMR	AMR	0.0000	0.0039	0.9959	0.0001	0.0000	-6.1837	-2.6161	-4.9496	2.4864	2.1913
HG03631	SAS	SAS	0.0000	0.0007	0.0000	0.9993	0.0000	-1.9908	1.9054	18.0706	1.7447	-1.2443
NA21106	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.5740	7.8482	21.2139	6.1478	-0.9275
HG01516	EUR	EUR	0.0000	0.0000	0.0003	0.0000	0.9997	-0.5685	-13.7423	-3.2806	-10.8997	3.1806
HG03720	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-1.5998	7.7457	22.4480	8.0777	-0.3084
HG01077	AMR	AMR	0.0000	0.0115	0.9884	0.0001	0.0000	-9.7893	-0.3962	-4.1283	1.5215	2.0803
HG00671	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	7.7064	43.8705	0.8127	-5.7510	2.8500
HG02508	AFR	AFR	0.0000	0.9999	0.0001	0.0000	0.0000	-56.8290	14.5013	1.7107	0.2801	1.5498
HG00357	EUR	EUR	0.0000	0.0000	0.0005	0.0000	0.9995	2.2246	-10.7226	-2.0684	-6.5137	-3.7209
HG03931	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.2540	11.2126	19.1931	4.7987	6.8464
HG04035	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-2.2248	7.9277	20.8784	3.5570	2.5866
NA06994	EUR	EUR	0.0000	0.0000	0.0019	0.0000	0.9981	1.2857	-12.7435	-1.5478	-6.4635	4.3985
NA18915	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-62.5320	17.9152	1.2313	0.3454	1.4484
HG00143	EUR	EUR	0.0000	0.0000	0.0019	0.0000	0.9981	-0.0694	-13.2619	-2.3085	-7.4547	4.5185
HG00235	EUR	EUR	0.0000	0.0000	0.0170	0.0000	0.9830	0.8943	-14.5924	-3.7111	-7.1472	4.1303
NA19468	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-58.7751	16.5244	2.1102	-1.3509	0.1392
HG00099	EUR	EUR	0.0000	0.0000	0.0007	0.0000	0.9993	1.0704	-13.2635	-1.8271	-7.2709	2.3054
HG03455	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-62.1438	18.6285	1.6661	-0.7981	1.0062
HG04026	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-2.8917	7.8976	25.8513	7.1536	2.5076
HG01536	EUR	EUR	0.0000	0.0000	0.0010	0.0000	0.9990	-2.2358	-13.3412	-1.9891	-8.5238	6.9103
HG00736	AMR	AMR	0.0001	0.0050	0.9778	0.0007	0.0163	-3.1945	-8.6437	-2.9996	-3.1640	5.4080
HG03910	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.1371	9.9219	20.3984	4.5708	3.1302
HG00232	EUR	EUR	0.0000	0.0000	0.0019	0.0000	0.9981	0.4103	-14.4893	-2.5731	-5.7504	0.4047
HG00176	EUR	EUR	0.0000	0.0000	0.0026	0.0000	0.9974	3.9722	-8.8973	-4.5533	-5.9483	-5.2073
HG03800	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.8933	14.3129	20.0815	5.2582	1.4804
HG01080	AMR	AMR	0.0000	0.0004	0.9996	0.0000	0.0000	-6.3248	-2.9226	-7.8076	4.1514	4.0260
NA19093	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-63.4248	16.5033	2.4905	-1.3565	-0.2489
NA18572	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	7.5278	44.8838	-1.1902	-4.9547	-0.6273
NA07048	EUR	EUR	0.0000	0.0000	0.0002	0.0000	0.9998	-0.0717	-12.6058	-1.7870	-10.2774	-2.1762
NA18998	EAS	EAS	0.9987	0.0013	0.0000	0.0000	0.0000	6.6990	41.8875	-0.6556	-4.3373	-7.8761
NA18525	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	7.1723	44.2403	-1.3873	-6.1664	1.9355
HG03039	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-62.4521	16.8959	2.8322	-1.5747	0.1161
NA19466	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-57.8017	15.9119	2.4161	-0.4085	0.3606
NA19759	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	3.7042	17.5176	-14.8442	26.8945	-0.1648
NA18609	EAS	EAS	0.9999	0.0001	0.0000	0.0000	0.0000	7.5193	40.4910	-0.0679	-4.7771	0.3038
NA21144	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.3155	5.0231	22.2177	3.8992	2.5593
HG02545	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-58.2393	13.7927	3.0161	-0.9422	0.2519
HG03926	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.4069	12.5169	19.2838	3.4990	4.0568
HG03854	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-1.8516	7.8842	22.7092	8.1631	3.4666
NA20525	EUR	EUR	0.0000	0.0000	0.0001	0.0000	0.9999	-0.8698	-12.6741	-0.2222	-8.4272	3.9195
NA19384	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-59.8172	15.5205	3.1121	0.3886	3.0995
HG01841	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	5.6131	43.4878	1.6977	-5.5923	6.9398
HG03779	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.3026	6.9404	22.4235	5.1526	1.3389
NA19082	EAS	EAS	0.9998	0.0002	0.0000	0.0000	0.0000	7.4366	43.6848	0.4067	-5.0396	-4.5075
NA21107	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.9308	3.5927	21.0642	5.3395	-3.5941
HG01781	EUR	EUR	0.0000	0.0000	0.0002	0.0000	0.9998	-0.8553	-14.7620	-2.3252	-9.8975	4.8962
NA18544	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	7.8735	41.6414	-0.9237	-3.4554	2.7021
NA18632	EAS	EAS	0.9999	0.0000	0.0000	0.0000	0.0001	9.0806	44.4671	-2.6027	-7.7023	3.4541
NA18643	EAS	EAS	0.9999	0.0001	0.0000	0.0000	0.0000	8.8919	44.5576	-2.2937	-6.4851	-1.2750
NA18547	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	8.1439	41.7976	-0.5013	-5.7157	1.7936
HG01872	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	7.5567	42.3722	0.6959	-5.8016	7.9909
HG03048	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-62.1099	16.1394	1.8328	-0.6830	1.3916
NA18622	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	8.3512	43.2790	0.6212	-6.4823	-0.3012
HG00360	EUR	EUR	0.0000	0.0000	0.0003	0.0000	0.9997	1.1647	-11.8801	-2.3535	-5.8124	-3.6126
HG02188	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	7.6650	43.6071	1.4890	-6.4263	7.7108
HG01800	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	7.4268	43.5292	0.3037	-7.0008	5.9007
HG02281	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-59.6559	14.3794	1.8786	-0.3515	2.1119
HG00242	EUR	EUR	0.0000	0.0000	0.0483	0.0000	0.9517	0.5797	-13.2998	-3.7676	-6.2688	3.2845
NA21117	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.2936	6.4881	20.4810	6.1219	-0.5902
HG00364	EUR	EUR	0.0000	0.0000	0.0003	0.0000	0.9997	2.0571	-9.3575	-3.9741	-7.2128	-6.6868
HG01200	AMR	AMR	0.0000	0.0005	0.9804	0.0001	0.0191	-2.0012	-9.0967	-3.9509	-2.9029	5.1610
HG02272	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	8.7941	25.2948	-23.4064	42.6262	0.7563
NA18615	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	8.0061	43.6700	-0.0113	-4.9995	2.3261
HG02521	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	7.8831	43.4330	0.9761	-6.7067	6.9628
HG04186	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.4147	7.6584	21.8455	9.2114	0.2548
NA19774	AMR	AMR	0.0000	0.0006	0.9994	0.0000	0.0000	0.0300	6.4637	-10.3790	12.6295	2.0287
HG02141	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	8.2605	43.2263	2.6135	-7.1282	5.5076
NA18550	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	9.4212	42.4208	0.2066	-6.3424	7.1320
HG02462	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-59.2829	15.2370	2.2055	0.0456	2.4325
NA20797	EUR	EUR	0.0000	0.0000	0.0003	0.0000	0.9997	-1.9776	-13.9783	-2.0548	-9.6577	6.0205
HG03520	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-61.7883	17.7242	3.2381	-0.3205	5.7400
NA19070	EAS	EAS	0.9999	0.0001	0.0000	0.0000	0.0000	7.9154	43.0016	-1.4485	-5.5541	-2.3532
NA19431	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-58.7943	16.6506	3.0343	0.5019	-0.0912
HG03572	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-62.5380	16.9388	3.0776	-1.4961	1.3584
NA19399	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-60.0799	16.7971	2.8499	0.6554	1.3983
HG00129	EUR	EUR	0.0000	0.0000	0.0037	0.0000	0.9963	0.2366	-14.8806	-3.1475	-7.7003	2.9226
NA20524	EUR	EUR	0.0000	0.0000	0.0000	0.0000	1.0000	-1.3412	-12.4375	-1.0217	-10.4317	5.1273
HG01537	EUR	EUR	0.0000	0.0000	0.0039	0.0000	0.9961	-0.1698	-13.2190	-2.4554	-6.9993	4.6173
NA20849	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.4520	6.3679	21.3926	6.0118	-0.1462
HG00154	EUR	EUR	0.0000	0.0000	0.0004	0.0000	0.9996	0.8201	-14.9503	-3.6831	-6.7573	-2.3891
HG00315	EUR	EUR	0.0000	0.0007	0.0040	0.0000	0.9952	0.6135	-7.8615	-1.2748	-4.8381	-3.1683
HG00117	EUR	EUR	0.0000	0.0000	0.0003	0.0000	0.9997	0.5583	-13.1382	-2.3305	-9.1649	1.2191
HG02768	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-61.3210	17.0233	3.1999	-0.3258	0.6616
NA19917	AFR	AFR	0.0000	0.9999	0.0001	0.0000	0.0000	-56.6705	14.6583	0.9538	-2.2358	2.0680
NA21115	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.0633	4.4978	22.2729	6.2108	1.3419
NA20755	EUR	EUR	0.0000	0.0000	0.0000	0.0000	1.0000	-2.3507	-14.7006	-0.6178	-9.3307	6.0801
HG04025	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-1.3723	7.9756	25.4182	8.3141	3.4948
HG03061	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-63.9738	16.8520	3.6928	-0.9462	2.0627
HG01094	AMR	AMR	0.0001	0.0037	0.9959	0.0003	0.0000	-8.0455	-4.2205	-3.8000	-3.1859	5.6892
HG01067	AMR	AMR	0.0001	0.0031	0.9964	0.0004	0.0001	-5.9540	-4.2831	-4.3889	-3.0451	6.1458
HG00542	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	9.1806	44.6472	2.5931	-4.8142	3.6517
HG01064	AMR	AMR	0.0000	0.0012	0.9988	0.0000	0.0000	-10.5583	-6.1945	-3.3871	-2.5568	9.6264
NA18571	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	7.3967	42.1867	-0.4965	-6.5019	2.9840
